"w","N1","N2","d","t"
0,175,680,42230.9123782289,107.236144052
0,175,64,55624.4535170306,137.6721154
0,32,1071785,251740.00504561,163.013477201149
0,32,27025,7780.6638129343,12.7559232771351
1,32,189560,14519.2338349978,23.0134772011494
0,32,6434,45365.431743233,90.1487592163158
0,32,2187,34728.2513473265,58.2801682084615
0,32,680,47055.3778494769,101.866176842
0,32,64,60767.9286748499,142.7432275
26,3228,1071785,252670.115857786,164.124362131609
11,3228,27025,8726.82041517902,13.2792770866216
134,3228,189560,15470.3832084042,24.1243621316092
23,3228,6434,46179.4988298823,91.1400471307895
5,3228,2187,35184.9767417708,58.7418121761538
1,3228,680,47626.242757494,102.327820826
1,3228,64,61348.0481778985,143.8541124
1,67,1071785,253607.994498289,164.919158291609
0,67,27025,9683.52216407142,14.7045313771351
1,67,189560,16427.168405918,24.9191582916092
1,67,6434,47000.6909693361,92.146547681579
1,67,2187,35663.8326787322,60.6858607530769
0,67,680,48211.0443154105,104.271869412
0,67,64,61938.8446234151,144.6489086
0,38,1071785,251137.653336331,154.075303307908
0,38,27025,19975.2959223449,33.2611484875676
1,38,189560,14305.2442439117,14.075303307908
0,38,6434,27355.198589839,62.3810355684211
0,38,2187,32207.1282255733,71.7093977826923
0,38,680,37853.1533793506,83.377569362
0,38,64,49361.0726596651,113.8135407
0,35,1071785,250258.045155596,152.40957834531
0,35,27025,18994.1309462521,31.3170817513514
0,35,189560,13390.7395353825,12.4095783453103
0,35,6434,27730.1672679332,62.0133453713158
0,35,2187,31864.6861503033,71.1464667038461
0,35,680,37855.4614162798,83.009879162
0,35,64,49532.5772261144,113.4458505
0,5,1071785,244402.812864146,160.026491555218
0,5,27025,4503.37110383942,28.8381517275676
0,5,189560,6732.44533717429,20.0264915552184
0,5,6434,37024.1910609305,89.0040827863158
0,5,2187,30588.644435165,83.80888941
0,5,680,41318.4193735263,110.000616578
0,5,64,54738.0635073195,140.4365879
0,9,1071785,253047.686147663,165.414092032529
0,9,27025,9076.680878956,14.1027561397297
0,9,189560,15792.4273502662,25.4140920325287
1,9,6434,45616.0887787861,92.1791366657895
0,9,2187,34309.9570117884,58.8116106315385
0,9,680,46819.0776001873,102.397619258
0,9,64,60545.5691556523,145.1438423
2,37,1071785,252486.850389366,155.839012575897
1,37,27025,21153.0459114557,35.6275548686486
0,37,189560,15620.7269162279,15.8390125758966
2,37,6434,26074.7032772252,59.7077916242105
0,37,2187,31660.7017593298,69.6176519603846
0,37,680,36883.8232767318,80.70432543
1,37,64,48225.4658876152,111.1402968
1,165,1071785,251619.847503015,154.349093885195
0,165,27025,20179.713487141,33.9903106118919
0,165,189560,14720.1936161022,14.3490938851954
0,165,6434,26430.1053052181,59.3401165073684
0,165,2187,31280.4032964977,69.1034880969231
0,165,680,36859.1336860871,80.336650314
0,165,64,48380.3765434162,110.7726217
0,25,1071785,250770.18077087,171.677223067241
0,25,27025,19208.9824147189,51.5156750435135
0,25,189560,13833.1386653493,31.6772230672414
1,25,6434,26818.0164683827,78.5214511613158
0,25,2187,30927.69918412,88.0937492630769
0,25,680,36861.5049009998,99.51798495
0,25,64,48555.3478580529,129.9539563
1,86,1071785,254370.881861542,191.579170295402
0,86,27025,10402.1518263604,37.461047302973
4,86,189560,17086.9778056089,51.5791702954023
0,86,6434,45908.6674752403,117.413774348947
0,86,2187,33945.0605519884,80.5570961457692
0,86,680,46624.2035868082,124.1431048
0,86,64,60355.31621839,171.3089206
3,247,1071785,253845.640630028,157.42540841954
17,247,27025,22357.5970761172,37.5018861713513
9,247,189560,16951.2774306393,17.4254084195402
1,247,6434,24808.156187701,59.0636838947368
0,247,2187,31168.4631385698,69.2641333461538
0,247,680,35943.6146864126,80.0602177
0,247,64,47104.6419215209,110.4961891
2,141,1071785,252989.657198962,155.592247724241
0,141,27025,21392.4402952325,35.5577651913514
1,141,189560,16063.2451335838,15.5922477242414
0,141,6434,25141.7962175665,57.7726619257895
0,141,2187,30749.6524318468,67.897753805
0,141,680,35890.4902662725,78.76919573
0,141,64,47242.1114115067,109.2051671
0,26,1071785,252150.692655154,156.082322769241
0,26,27025,20430.5059876118,35.9254403091892
1,26,189560,15188.9614099278,16.0823227692414
0,26,6434,25510.2031136106,59.4099316605263
0,26,2187,30357.9401692973,69.3885318473077
0,26,680,35865.1175342926,80.406465456
0,26,64,47400.2383996439,110.8424368
1,17,1071785,254365.625028047,156.96784075746
0,17,27025,22627.949260176,37.1252269224324
0,17,189560,17416.7510600825,16.9678407574598
3,17,6434,23867.144371648,57.1285545581579
0,17,2187,30275.2500246191,67.5088274811538
0,17,680,34951.833629744,78.125088354
0,17,64,46118.8140983255,108.5610597
0,198,1071785,255314.692409244,168.167288564023
0,198,27025,11425.5952407637,13.4464245350811
5,198,189560,17943.8867095843,28.167288564023
0,198,6434,44878.190198919,92.3753407057895
0,198,2187,32257.2579226908,51.8278927407692
0,198,680,45069.2060990083,95.413901384
0,198,64,58796.3720411747,144.7553257
0,52,1071785,254924.809077956,160.082884418678
0,52,27025,22938.2296124241,40.4425908651351
2,52,189560,17925.3169996879,20.0828844186782
0,52,6434,22930.6121437283,57.3109730255263
0,52,2187,29388.5150966658,68.0441540342308
0,52,680,33960.1873396352,78.30750683
0,52,64,45133.3487916951,108.7434782
1,254,1071785,255846.32970964,169.27307658069
0,254,27025,12028.2353008646,13.7751723233513
19,254,189560,18437.9144392627,29.2730765806897
0,254,6434,44387.380827688,92.5746172005263
0,254,2187,31426.532941335,50.7221047261538
0,254,680,44304.6989119581,94.308113354
0,254,64,58026.7393406452,143.6495376
1,51,1071785,255519.718521597,158.943968842
0,51,27025,23286.8421439783,39.3368174181081
7,51,189560,18473.4166573235,18.943968842
0,51,6434,21999.1314832806,53.9936097022895
0,51,2187,28508.8627308238,64.8969130080769
0,51,680,32968.6878498784,74.9901435
0,51,64,44148.2701582545,105.4261149
6,35,1071785,254742.838968179,158.539660557218
0,35,27025,22361.7992616798,38.8751292416216
2,35,189560,17662.0562306118,18.5396605572184
0,35,6434,22374.7115491853,54.4553124827368
0,35,2187,28050.3594106122,65.28758571
0,35,680,32910.7629700513,75.451846278
0,35,64,44294.9230691816,105.8878176
2,140,1071785,256413.596158858,171.208205196552
0,140,27025,12680.2596364102,15.0511536447027
14,140,189560,18971.2053480321,31.2082051965517
0,140,6434,43913.5919196342,93.4902340992106
2,140,2187,30605.5485821579,50.7919437546154
0,140,680,43549.4628157812,94.377952414
0,140,64,57264.0197850965,143.7193767
2,70,1071785,256919.376854162,160.45746032923
1,70,27025,24588.4159263514,40.9043005102703
0,70,189560,19862.2147979686,20.4574603292299
0,70,6434,20722.3600221527,52.4261266096053
1,70,2187,28137.7028642769,63.5705811603846
0,70,680,32068.0909411094,73.42266041
0,70,64,43036.2856961839,103.8586318
8,426,1071785,256147.092809008,159.998915756069
8,426,27025,23672.0934076853,40.4426050240541
6,426,189560,19057.6393859479,19.998915756069
6,426,6434,21073.3721446832,52.8878293900789
2,426,2187,27636.9691154037,63.9612532992308
0,426,680,31977.3486972785,73.884363188
0,426,64,43163.6045590761,104.3203345
2,168,1071785,256238.852229264,171.946340174483
0,168,27025,12698.8749630742,14.8085163768108
8,168,189560,18743.3103326133,31.9463401744828
1,168,6434,42567.8234965972,91.9040310973684
0,168,2187,29220.1938446172,48.0488484234615
0,168,680,42144.1761010688,91.634857054
0,168,64,55860.2459500695,140.9762813
2,233,1071785,256164.242429984,173.513823061724
0,233,27025,12872.6279845107,15.5287096394324
18,233,189560,18619.5361126965,33.5138230617241
0,233,6434,41226.27472224,91.3265324110526
3,233,2187,27837.2209432245,46.4813582434615
0,233,680,40739.1479815568,90.067366886
0,233,64,54456.7425017459,139.4087912
9,403,1071785,256869.279101819,175.909695323333
15,403,27025,13701.960988206,17.4585932248108
21,403,189560,19301.9549634617,35.9096953233333
0,403,6434,40788.4447238214,92.6576160205263
1,403,2187,27016.8805141617,47.3210009376923
0,403,680,39990.6920747587,90.907009582
0,403,64,53698.5090541468,140.2484339
0,3,1071785,257114.689366367,178.216335962874
0,3,27025,14577.1978285677,18.1981494741351
0,3,189560,19472.5432056935,38.2163359628736
0,3,6434,38140.9391004507,89.1572446552632
0,3,2187,24247.8755350795,41.7788453411538
0,3,680,37178.1213966754,85.364853978
0,3,64,50889.4162787662,134.7062783
5,330,1071785,257716.322219373,177.754611408736
0,330,27025,14970.8213740833,17.9286832108108
41,330,189560,20092.7389967846,37.7546114087356
2,330,6434,39054.7383190687,89.4002795592105
0,330,2187,24817.4013256386,42.2405986980769
0,330,680,37845.4500950481,85.82660734
0,330,64,51542.1284005159,135.1680316
0,25,1071785,261714.78647073,166.894911630218
0,25,27025,28620.3836067836,47.2643872202703
0,25,189560,24543.8989580317,26.8949116302184
0,25,6434,15373.0470813251,46.0178729667105
0,25,2187,25267.7006766854,57.4356933042308
0,25,680,27453.6162794915,66.970283606
0,25,64,37893.7768969546,97.40625497
6,246,1071785,261012.538926391,188.401252483448
3,246,27025,27765.3027730268,68.8160437524324
39,246,189560,23813.8112980731,48.4012524834483
0,246,6434,15716.5969753253,67.9807349584211
1,246,2187,24627.9547266104,80.6187142903846
1,246,680,27274.4943696683,90.15330461
0,246,64,37985.8179400312,120.589276
3,244,1071785,257736.201303025,181.351379705057
0,244,27025,15910.0359838765,20.3589294917297
22,244,189560,20041.8771876311,41.3513797050575
0,244,6434,35519.6620997961,87.3759691342105
1,244,2187,21491.6713580313,38.6438016003846
1,244,680,34366.4610954699,82.22981024
0,244,64,48081.3755957653,131.5712345
0,66,1071785,258228.636079017,180.889640716667
0,66,27025,16148.3940973391,20.0044385684054
6,66,189560,20548.1383094344,40.8896407166667
0,66,6434,36444.4566482066,87.6433030484211
0,66,2187,22041.9036834918,39.1055549546154
0,66,680,35030.3985542297,82.691563606
0,66,64,48730.7573258685,132.0329879
2,128,1071785,263146.399054608,176.266957147586
0,128,27025,29681.706709479,56.2722513832432
19,128,189560,25922.0131572687,36.2669571475862
0,128,6434,13500.8706578434,48.0600512876316
0,128,2187,23795.8969566084,59.2495067407692
0,128,680,25507.396594267,68.784097044
0,128,64,35912.1820069584,99.2200684
0,25,1071785,262482.998846471,170.674023540345
0,25,27025,28858.073164895,50.6793184456757
1,25,189560,25231.8179252532,30.6740235403448
0,25,6434,13890.8105772294,42.6787100628684
0,25,2187,23115.4412050869,53.6565813911538
0,25,680,25314.5056330061,63.191171694
0,25,64,36009.2924840247,93.62714306
0,22,1071785,258178.616392377,184.024698053678
0,22,27025,16715.3528388636,22.4191376745676
5,22,189560,20466.5913200139,44.0246980536781
0,22,6434,34220.7475329166,85.4879809281579
0,22,2187,20120.0183505385,35.97048325
0,22,680,32961.0474632118,79.556491902
0,22,64,46677.8107605089,128.8979162
0,11,1071785,263888.365987275,172.241569837816
0,11,27025,30247.4280538029,51.917641837027
0,11,189560,26639.9923735634,32.2415698378161
0,11,6434,12578.1397415364,41.4818054752895
0,11,2187,23089.0293987715,52.0890350973077
0,11,680,24536.8090341181,61.623625398
0,11,64,34921.6651074196,92.05959676
0,6,1071785,263243.435244786,171.779809323333
0,6,27025,29439.6174425292,51.5557222051351
0,6,189560,25968.8791157815,31.7798093233333
0,6,6434,12995.8007648596,41.8220558925526
0,6,2187,22387.0925391282,52.5508027503846
0,6,680,24336.2253856596,62.085393054
0,6,64,35021.5242590003,92.52136442
1,144,1071785,259084.999094167,185.130483835747
1,144,27025,17700.2737844794,23.3456068435946
19,144,189560,21368.5886991747,45.1304838357471
0,144,6434,33867.4732350732,84.5174946355263
0,144,2187,19278.8170627984,34.8646974663462
0,144,680,32215.889890242,78.450706116
0,144,64,45920.2125876275,127.7921304
0,6,1071785,264645.93909027,173.34735542
0,6,27025,30834.8250884677,52.7843386445946
0,6,189560,27375.2438717114,33.34735542
0,6,6434,11667.1378035857,40.7107636501316
0,6,2187,22403.9777427644,50.9832495130769
0,6,680,23568.1800931468,60.517839818
0,6,64,33931.3570488134,90.95381118
0,1,1071785,264018.822330712,193.842580275402
0,1,27025,30042.804409507,73.4604224264865
1,1,189560,26722.594850737,53.8425802754023
0,1,6434,12116.2482715186,61.5308183086842
0,1,2187,21679.8656376272,73.1514194319231
0,1,680,23359.2794640615,82.686009734
0,1,64,34034.124098313,113.1219811
0,36,1071785,259998.502408858,186.236269417931
0,36,27025,18686.1627229392,24.3318482304595
2,36,189560,22278.4228520731,46.236269417931
0,36,6434,33539.950591372,83.5281142897368
0,36,2187,18452.825756573,33.7589190127692
0,36,680,31484.4855578822,77.344927654
0,36,64,45171.7854815342,126.6863519
4,129,1071785,266817.901753475,176.020700767816
0,129,27025,32843.3696807195,54.6350229037838
20,129,189560,29530.7513777509,36.0207007678161
0,129,6434,9444.06100880548,39.1630373995263
0,129,2187,21896.4628922006,48.3099041638462
0,129,680,21908.8020741034,57.844494468
0,129,64,31873.2795438331,88.28046583
0,100,1071785,269513.177969444,181.899121986437
0,100,27025,35820.4592498631,59.1770999678379
5,100,189560,32273.6571841385,41.8991219864368
1,100,6434,7677.68929137487,39.8405129402368
0,100,2187,23831.6653993225,47.5716757892308
0,100,680,22061.3118211189,57.106266094
0,100,64,30832.7517035654,87.54223745
7,137,1071785,261895.416127089,191.58827959069
6,137,27025,21533.2000200383,29.4971303649459
36,137,189560,24158.3102509523,51.5882795906896
4,137,6434,29813.5110867992,78.4041259973684
2,137,2187,14316.4890289801,28.4069017155385
0,137,680,27259.6098849803,71.992910358
0,137,64,40953.2535680891,121.3343346
2,38,1071785,262446.069596222,190.015392624598
0,38,27025,21563.8041456128,27.9066945074865
11,38,189560,24713.5631531795,50.0153926245977
0,38,6434,31748.8425184516,80.626321955
0,38,2187,15456.4830550943,30.6290976751154
0,38,680,28657.8468554394,74.21510632
0,38,64,42295.8765496301,123.5565306
1,6,1071785,268997.074416711,178.694059522759
0,6,27025,34878.2164656623,56.2466189391892
4,6,189560,31695.8775616809,38.6940595227586
0,6,6434,7222.14061542158,37.7901856110526
0,6,2187,21607.2756672512,45.6365524696154
0,6,680,20357.6478412949,55.17114277
0,6,64,29839.1717651821,85.60711413
14,123,1071785,262649.720001181,193.155860435977
8,123,27025,22578.5282906116,31.0647112107027
38,123,189560,24913.1402764837,53.155860435977
7,123,6434,28602.3163400562,76.8365451463158
4,123,2187,12950.805452935,26.9599040095385
0,123,680,25851.5002968966,70.42532951
0,123,64,39547.4931565918,119.7667538
0,2,1071785,271022.486562456,180.723443289195
0,2,27025,37049.371002327,57.5981299905405
0,2,189560,33746.2471564811,40.7234432891954
0,2,6434,5706.05582894636,37.4505066830263
0,2,2187,22878.1140541604,44.5307749253846
0,2,680,20280.4847126839,54.065365228
0,2,64,28845.6970783462,84.50133659
6,117,1071785,265300.287848074,198.06046803046
2,117,27025,25761.0955833662,36.1350157527297
60,117,189560,27571.8047180428,58.0604680304598
6,117,6434,26081.6535780871,73.7712917723684
0,117,2187,9371.70492368227,24.4433454317308
0,117,680,22313.2967317232,67.360076138
0,117,64,35989.4988588998,116.7015004
10,28,1071785,271140.936214834,281.115116248276
0,28,27025,36179.7023257938,156.238827981081
19,28,189560,33738.2699467648,141.115116248276
0,28,6434,5529.27997903033,124.576612593947
0,28,2187,17993.5255846263,138.287742673077
0,28,680,15932.4263348062,147.82233296
0,28,64,26019.2684529221,178.2583043
4,302,1071785,274175.028505707,185.146600745977
0,302,27025,39692.2300606357,59.3125954194595
10,302,189560,36837.0183028379,45.146600745977
0,302,6434,1870.93287464022,35.3598925282368
0,302,2187,21401.9669546226,39.1840041857692
0,302,680,16858.4695054521,48.71859449
0,302,64,24872.1253004432,79.15456585
1,16,1071785,271994.660932218,262.443544310345
0,16,27025,36913.9190002052,133.6349101
10,16,189560,34579.9476543498,122.443544310345
0,16,6434,5125.73145648311,102.392586298684
0,16,2187,17617.865766871,108.330428681538
0,16,680,15001.12836223,117.865019
0,16,64,25032.0664886108,150.1810088
16,119,1071785,281443.88792469,230.344701168966
0,119,27025,47988.3471886486,104.510695837027
53,119,189560,44261.6978445443,90.3447011689655
0,119,6434,9162.22195974629,71.7632992073684
1,119,2187,30911.1081326873,84.3821046107692
0,119,680,23345.9411611523,93.91669492
0,119,64,26267.4460873223,123.2726372
0,2,1071785,276161.197863936,190.741933236207
0,2,27025,41827.1286169019,64.9079279097297
0,2,189560,38846.0365474594,50.7419332362069
0,2,6434,1328.3861888237,38.5361502524474
0,2,2187,23074.8227138635,44.7793366765385
0,2,680,17289.8707598838,54.31392698
0,2,64,24045.5138554331,83.96610758
3,301,1071785,275565.757699259,187.889938765862
0,301,27025,41101.2877363854,62.0559334394595
7,301,189560,38232.6125442495,47.8899387658621
0,301,6434,687.615057648121,36.7781808456842
1,301,2187,22103.1185139762,41.9273422088461
1,301,680,16648.1245394929,51.461932508
0,301,64,23941.5049041081,81.11411311
0,3,1071785,274425.90349838,186.714222515287
0,3,27025,39685.210550323,59.8032601397297
2,3,189560,37056.0989725345,46.7142225152874
0,3,6434,1968.86235854534,35.6081228983684
0,3,2187,20167.7035449657,37.6163824192308
0,3,680,15478.6582040754,47.15097272
0,3,64,23857.9551444706,77.58694408
1,101,1071785,273883.048960631,207.618165518736
0,101,27025,38996.2668586364,80.0757265370271
16,101,189560,36494.6318127032,67.6181655187356
0,101,6434,2927.7646097538,54.68926789
0,101,2187,19204.797783902,56.8514229584615
0,101,680,14959.8540009839,66.386013262
0,101,64,23878.8495481759,96.82198462
2,276,1071785,270299.488974224,364.215469152873
2,276,27025,34042.3196104472,225.093725872973
62,276,189560,32761.4610226736,224.215469152873
0,276,6434,10861.8631269804,200.336037610526
0,276,2187,11720.8420017796,190.209257061538
0,276,680,13012.2477836107,202.91444712
0,276,64,25495.8831759062,251.9529337
21,848,1071785,277557.344538506,198.969057507701
3,848,27025,43235.6353276712,73.1350521805406
104,848,189560,40246.1129244334,58.9690575077012
0,848,6434,2169.09124718673,44.1687286115789
1,848,2187,23852.0528658961,53.0064609492308
1,848,680,17258.6384672842,62.54105125
0,848,64,23210.5263985849,89.91097146
11,1050,1071785,276957.778657276,194.573467875402
2,1050,27025,42510.3683118223,68.218213392973
55,1050,189560,39629.180759313,54.5734678754023
6,1050,6434,1190.54169376083,40.6455002309211
0,1050,2187,22869.7295730963,47.0567613065385
0,1050,680,16555.5074713501,56.591351608
0,1050,64,23059.5156140112,83.89207096
1,67,1071785,273251.510595172,192.071858602988
0,67,27025,37784.620528877,60.9337872816216
30,67,189560,35796.5701462504,52.0718586029885
0,67,6434,5855.36620000984,38.3065094342369
0,67,2187,16051.1046040264,32.2587463307692
0,67,680,12788.3734007559,42.096221368
0,67,64,23210.420549929,79.8093231
9,44,1071785,269130.631571002,203.784905889885
1,44,27025,30014.3158576237,43.3958294894595
27,44,189560,31415.9410275527,63.7849058898851
2,44,6434,23829.2768014734,66.5104835389474
0,44,2187,4927.01740311671,18.9187663461923
0,44,680,18121.2370470601,60.099267904
0,44,64,31714.4973580567,109.4406922
2,27,1071785,269178.420661701,225.992238153103
0,27,27025,29842.0070445557,65.4027678454054
7,27,189560,31457.2318848691,85.9922381531034
0,27,6434,24828.10504555,89.7875221260526
0,27,2187,5501.88908474838,40.2587134757692
0,27,680,18881.1528993858,83.3763065
0,27,64,32414.8344297792,132.7177308
0,51,1071785,285703.143363052,234.371323736552
0,51,27025,52389.8450602516,108.627010868378
19,51,189560,48548.2529749154,94.3713237365517
6,51,6434,13199.2979044034,74.9810238218421
0,51,2187,34613.1027083322,88.6852789084615
0,51,680,25850.7034878673,98.21986922
0,51,64,26511.7429101135,128.6558406
21,602,1071785,281509.255672264,213.685064678506
5,602,27025,47642.383955831,87.8510593524324
171,602,189560,44266.2834251852,73.6850646785058
2,602,6434,7260.10593952937,56.3361777889474
0,602,2187,28651.2644057275,67.7224681215384
1,602,680,20586.4778308195,77.257058424
0,602,64,23646.1308254254,104.6269786
5,336,1071785,277762.950198155,222.051697087701
1,336,27025,43205.6764557999,95.6964426024324
44,336,189560,40421.5998360757,82.0516970877012
0,336,6434,1745.4466835159,66.6344634002632
0,336,2187,22706.3423495566,74.5349905192308
0,336,680,15849.4926475624,84.069580824
0,336,64,22074.2428929172,111.3703002
12,45,1071785,285671.791776718,268.646847255172
0,45,27025,52174.1438425325,142.902534391892
42,45,189560,48488.3857097724,128.646847255172
0,45,6434,12352.6027118868,107.452572419737
0,45,2187,33537.2982744052,122.960802430769
0,45,680,24528.0877812889,132.49539274
0,45,64,25128.365094574,162.9313641
10,276,1071785,275026.260604424,217.959681506552
6,276,27025,39355.3545164463,85.6704448881081
110,276,189560,37553.0540622948,77.9596815065517
3,276,6434,6286.54852808052,62.374403753421
1,276,2187,15643.4122463078,55.7907408630769
0,276,680,10943.5066062484,65.325311834
0,276,64,21254.7108828875,105.697146
1,108,1071785,274597.13578203,194.095963205402
0,108,27025,38763.5937032774,60.8620633
30,108,189560,37106.8063007626,54.0959632054023
1,108,6434,7224.90470358433,39.5439912973947
0,108,2187,14655.6087347835,30.2346610619231
0,108,680,10580.7561661799,39.76923203
0,108,64,21464.9749464974,81.83342771
0,6,1071785,275502.035653269,224.399333662529
0,6,27025,39574.7820486453,90.3601848113514
0,6,189560,38003.9197322407,84.3993336625287
0,6,6434,7601.42396750718,68.1031023473684
0,6,2187,14535.8286640266,59.1192595707692
0,6,680,9644.99034644376,68.653820908
0,6,64,20499.4983976985,112.1367982
0,8,1071785,275104.125067611,195.663618631724
0,8,27025,39011.9266174034,60.6502234386486
0,8,189560,37589.5725481167,55.6636186317241
0,8,6434,8512.11373000405,40.7442777217632
0,8,2187,13540.9176487255,28.6670152669231
0,8,680,9338.83641236723,38.201576604
0,8,64,20765.5526990851,83.40108313
1,62,1071785,272095.651323853,205.054593036897
0,62,27025,33134.0460582712,45.9993244113514
3,62,189560,34388.5143617844,65.0545930368966
5,62,6434,23066.446061818,61.9019319457895
0,62,2187,1962.55646635079,15.7624567535
0,62,680,15477.4850101415,55.49071631
0,62,64,28903.8110899942,104.8321406
0,28,1071785,279163.280030808,203.237704292988
0,28,27025,44033.9524588031,75.1404284332432
2,28,189560,41755.1363856871,63.2377042929885
0,28,6434,4382.31915227682,47.4704392227105
0,28,2187,20476.5535159726,51.0046071311538
0,28,680,12363.8454079701,60.539197432
0,28,64,18913.9542025749,61.0634623
0,36,1071785,276022.449305896,225.459214276322
0,36,27025,39842.8593354158,90.1574239740541
30,36,189560,38501.1009999454,85.4592142763218
0,36,6434,8945.11041170688,68.9209171860526
0,36,2187,13484.6576446047,57.9544861973077
0,36,680,8382.3411706673,66.576153518
0,36,64,19815.877560559,113.1966788
3,59,1071785,275655.387092765,197.23128074092
0,59,27025,39309.2265812713,60.9559679267568
8,59,189560,38118.3381696515,57.2312807409196
0,59,6434,9832.87038976144,42.1335508827105
0,59,2187,12485.90304239,28.0122471719231
0,59,680,8151.54357277172,36.633914494
0,59,64,20140.6083714922,84.96874524
2,80,1071785,273568.772247566,207.387342003678
5,80,27025,35765.0642665779,54.9489187837838
12,80,189560,35919.6198299069,67.3873420036782
1,80,6434,17375.1386088052,52.9523375713158
0,80,2187,4499.32115747529,16.3320180918846
0,80,680,10381.5300341342,46.541121938
0,80,64,24110.330361105,95.88254621
0,5,1071785,273207.621868737,208.323843845632
0,5,27025,34817.855452008,50.6228544205405
0,5,189560,35525.9641390327,68.3238438456322
0,5,6434,20292.3380957624,60.3838381036842
0,5,2187,1518.36063262302,16.099826048
0,5,680,12498.327510696,53.972622468
0,5,64,26079.0906107445,103.3140467
6,180,1071785,273141.076242788,206.720395297126
1,180,27025,34554.1302297493,48.6782112313513
37,180,189560,35450.0986567755,66.7203952971264
1,180,6434,21269.6564201985,59.87238331
0,180,2187,563.573422817742,14.8182167963846
0,180,680,13279.4632167738,53.461167674
0,180,64,26777.7570535111,102.8025919
1,70,1071785,273101.74446856,205.966714027471
3,70,27025,34317.4589987561,47.5669865213514
1,70,189560,35402.2603289287,65.9667140274713
0,70,6434,22248.8945408648,60.3342698381579
0,70,2187,570.65479225049,14.9183310023462
0,70,680,14088.1532844919,53.9230542
0,70,64,27494.9765822034,103.2644785
6,375,1071785,281605.120106359,435.155212222988
0,375,27025,46766.249609484,307.057936364865
35,375,189560,44234.4279874313,295.155212222988
1,375,6434,5710.9759774189,264.042438886842
1,375,2187,23483.0460857284,282.922115057692
0,375,680,14255.9979686661,292.45670536
0,375,64,18334.3252101608,287.4520592
0,224,1071785,280531.101237047,238.420172616782
0,224,27025,45438.897286652,110.322896762703
11,224,189560,43129.0996368769,98.4201726167816
0,224,6434,5294.86454553365,78.8039921768421
0,224,2187,21486.1210250812,86.1870754538462
0,224,680,12556.9121271602,95.721665748
0,224,64,18004.6955262177,90.7170196
1,482,1071785,280018.598721365,206.002159805862
0,482,27025,44793.8844753084,77.9048839472973
12,482,189560,42600.8159959662,66.002159805862
1,482,6434,5360.92677700775,49.7984017621842
0,482,2187,20487.7365144077,53.7690626415385
0,482,680,11742.7203934571,63.303652948
0,482,64,17921.3360248999,58.29900679
3,104,1071785,274550.299340672,207.594337842874
0,104,27025,36696.5360874192,54.4924843027027
10,104,189560,36899.2125045302,67.5943378428735
0,104,6434,17647.4570927313,53.408791248421
0,104,2187,4549.53544313957,15.7891680958462
0,104,680,9633.42021021945,46.997575612
0,104,64,23339.8220622628,96.33899988
8,40,1071785,274289.723340031,208.900619353563
0,40,27025,36056.4671513854,53.4457626448649
6,40,189560,36617.0237442043,68.9006193535632
0,40,6434,19562.5498359775,56.4646663147368
0,40,2187,2596.78933127596,15.3229850066154
0,40,680,11094.8244791875,50.053450678
0,40,64,24670.3411901071,99.39487495
5,66,1071785,274198.571140635,208.248319587816
0,66,27025,35773.9881025126,51.07931526
6,66,189560,36516.1129153671,68.2483195878161
0,66,6434,20526.0148908031,58.8311137010526
0,66,2187,1661.21426586992,14.8988329093077
0,66,680,11884.245611575,52.419898062
0,66,64,25368.4692462809,101.7613223
1,24,1071785,275697.111909294,210.337769763563
0,24,27025,37978.7395775597,57.2359162237838
2,24,189560,38055.5741129384,70.3377697635632
0,24,6434,17038.469363248,56.1522231663158
0,24,2187,5753.29219721139,18.1105335673846
0,24,680,8225.17252448855,49.741007534
0,24,64,21936.6747186051,99.08243181
0,58,1071785,275392.834461672,207.890472734253
0,58,27025,37307.1928207886,52.9248184381081
6,58,189560,37729.1731284463,67.8904727342529
1,58,6434,18909.7634870881,54.976466675
0,58,2187,3892.74994483966,14.7488490409231
0,58,680,9692.99113960347,48.56525104
0,58,64,23261.6502831249,97.90667531
8,301,1071785,275278.498910871,207.832541393793
2,301,27025,37007.303813937,51.8135745808108
34,301,189560,37604.7236231568,67.8325413937931
0,301,6434,19854.6636128603,56.0876817765789
1,301,2187,3028.84467345104,14.0982849378462
0,301,680,10492.7787816165,49.67646614
0,301,64,23959.1739615375,99.01789041
0,29,1071785,275189.680468207,207.507160254483
0,29,27025,36732.1344178366,50.7023307237838
0,29,189560,37506.468679559,67.5071602544828
0,29,6434,20804.6136662735,57.1989256355263
0,29,2187,2278.19648838682,13.8807214922308
0,29,680,11324.2548599134,50.787709998
0,29,64,24677.4363339021,100.1291343
0,10,1071785,276675.829522391,212.660328810345
0,10,27025,38908.0135606186,58.7887001337838
0,10,189560,39032.1961762795,72.6603288103448
0,10,6434,17429.8359536636,58.9166777265789
0,10,2187,6124.33838717001,19.7269936136538
0,10,680,7525.46829715278,52.505462088
0,10,64,21180.4016546346,101.8468864
0,15,1071785,276267.538749882,209.464752966782
0,15,27025,37960.3551184485,53.4457742548649
1,15,189560,38592.7502598613,69.4647529667816
0,15,6434,20191.5414047494,57.7199102078947
0,15,2187,3685.21615396892,15.168501362
0,15,680,9953.7950043513,51.296270354
0,15,64,23268.7487226797,100.6501188
0,35,1071785,276083.026715058,213.028737165402
